"subject_id","itemA","itemB","domain_itemA","domain_itemB","trial_type_order","freesort_distance","causal_distance"
"subj_117","kick something","become hungry","action","bio","causation_first",0.44,1
"subj_117","experience pain","become hungry","bio","bio","causation_first",0.53,1
"subj_117","see something","become hungry","mind","bio","causation_first",0.38,0
"subj_117","get tired","become hungry","bio","bio","causation_first",0.55,0.25
"subj_117","jump up and down","become hungry","action","bio","causation_first",0.49,0.25
"subj_117","choose what to do","become hungry","mind","bio","causation_first",0.41,0.75
"subj_117","feel scared","become hungry","bio","bio","causation_first",0.34,1
"subj_117","take a walk","become hungry","action","bio","causation_first",0.54,0
"subj_117","think about something","become hungry","mind","bio","causation_first",0.52,0.14
"subj_117","remember something","become hungry","mind","bio","causation_first",0.48,0.14
"subj_117","get sick","become hungry","bio","bio","causation_first",0.49,1
"subj_117","sit down","become hungry","action","bio","causation_first",0.56,0.76
"subj_117","reach for something","become hungry","action","bio","causation_first",0.38,0.75
"subj_117","hear something","become hungry","mind","bio","causation_first",0.38,0.13
"subj_117","kick something","get sick","action","bio","causation_first",0.96,0.95
"subj_117","experience pain","get sick","bio","bio","causation_first",0,0.13
"subj_117","see something","get sick","mind","bio","causation_first",0.89,0
"subj_117","get tired","get sick","bio","bio","causation_first",0.06,0.21
"subj_117","jump up and down","get sick","action","bio","causation_first",0.78,0.41
"subj_117","choose what to do","get sick","mind","bio","causation_first",0.36,0.97
"subj_117","feel scared","get sick","bio","bio","causation_first",0.44,0.75
"subj_117","take a walk","get sick","action","bio","causation_first",0.77,0.92
"subj_117","think about something","get sick","mind","bio","causation_first",0.43,0.7
"subj_117","remember something","get sick","mind","bio","causation_first",0.32,0.95
"subj_117","become hungry","get sick","bio","bio","causation_first",0.49,0.76
"subj_117","sit down","get sick","action","bio","causation_first",0.88,0.86
"subj_117","reach for something","get sick","action","bio","causation_first",0.92,0.88
"subj_117","hear something","get sick","mind","bio","causation_first",0.88,0.86
"subj_117","kick something","sit down","action","action","causation_first",0.43,0.39
"subj_117","experience pain","sit down","bio","action","causation_first",0.93,0
"subj_117","see something","sit down","mind","action","causation_first",0.76,0.24
"subj_117","get tired","sit down","bio","action","causation_first",0.87,0
"subj_117","jump up and down","sit down","action","action","causation_first",0.05,0
"subj_117","choose what to do","sit down","mind","action","causation_first",0.5,0.25
"subj_117","feel scared","sit down","bio","action","causation_first",0.95,0.12
"subj_117","take a walk","sit down","action","action","causation_first",0.1,0.14
"subj_117","think about something","sit down","mind","action","causation_first",0.5,0.14
"subj_117","remember something","sit down","mind","action","causation_first",0.58,0.25
"subj_117","become hungry","sit down","bio","action","causation_first",0.56,0
"subj_117","get sick","sit down","bio","action","causation_first",0.88,0
"subj_117","reach for something","sit down","action","action","causation_first",0.47,0.62
"subj_117","hear something","sit down","mind","action","causation_first",0.8,0.24
"subj_117","kick something","reach for something","action","action","causation_first",0.03,0.25
"subj_117","experience pain","reach for something","bio","action","causation_first",0.95,0
"subj_117","see something","reach for something","mind","action","causation_first",0.28,0
"subj_117","get tired","reach for something","bio","action","causation_first",0.96,0.25
"subj_117","jump up and down","reach for something","action","action","causation_first",0.48,0.38
"subj_117","choose what to do","reach for something","mind","action","causation_first",0.71,0
"subj_117","feel scared","reach for something","bio","action","causation_first",0.71,0.24
"subj_117","take a walk","reach for something","action","action","causation_first",0.56,0.25
"subj_117","think about something","reach for something","mind","action","causation_first",0.78,0
"subj_117","remember something","reach for something","mind","action","causation_first",0.79,0
"subj_117","become hungry","reach for something","bio","action","causation_first",0.38,0
"subj_117","get sick","reach for something","bio","action","causation_first",0.92,0
"subj_117","sit down","reach for something","action","action","causation_first",0.47,0.24
"subj_117","hear something","reach for something","mind","action","causation_first",0.32,0
"subj_117","kick something","hear something","action","mind","causation_first",0.4,0.14
"subj_117","experience pain","hear something","bio","mind","causation_first",0.9,0.73
"subj_117","see something","hear something","mind","mind","causation_first",0,0.53
"subj_117","get tired","hear something","bio","mind","causation_first",0.96,0.74
"subj_117","jump up and down","hear something","action","mind","causation_first",0.78,0.13
"subj_117","choose what to do","hear something","mind","mind","causation_first",0.84,0.45
"subj_117","feel scared","hear something","bio","mind","causation_first",0.5,0
"subj_117","take a walk","hear something","action","mind","causation_first",0.85,0.25
"subj_117","think about something","hear something","mind","mind","causation_first",0.94,0.4
"subj_117","remember something","hear something","mind","mind","causation_first",0.91,0.24
"subj_117","become hungry","hear something","bio","mind","causation_first",0.38,0.37
"subj_117","get sick","hear something","bio","mind","causation_first",0.88,0.74
"subj_117","sit down","hear something","action","mind","causation_first",0.8,0.67
"subj_117","reach for something","hear something","action","mind","causation_first",0.32,0.45
"subj_118","get sick","see something","bio","mind","causation_second",0.59,0.91
"subj_118","think about something","see something","mind","mind","causation_second",0.44,0.51
"subj_118","sit down","see something","action","mind","causation_second",0.8,0.24
"subj_118","take a walk","see something","action","mind","causation_second",0.05,0
"subj_118","feel scared","see something","bio","mind","causation_second",0.53,0.2
"subj_118","kick something","see something","action","mind","causation_second",0.17,0.08
"subj_118","reach for something","see something","action","mind","causation_second",0.93,0.14
"subj_118","jump up and down","see something","action","mind","causation_second",0.87,0
"subj_118","become hungry","see something","bio","mind","causation_second",0.68,0.91
"subj_118","choose what to do","see something","mind","mind","causation_second",0.53,0.78
"subj_118","remember something","see something","mind","mind","causation_second",0.56,0.9
"subj_118","experience pain","see something","bio","mind","causation_second",0.63,0.41
"subj_118","get tired","see something","bio","mind","causation_second",0.81,1
"subj_118","hear something","see something","mind","mind","causation_second",0.43,0.12
"subj_118","see something","get sick","mind","bio","causation_second",0.59,0.88
"subj_118","think about something","get sick","mind","bio","causation_second",0.47,1
"subj_118","sit down","get sick","action","bio","causation_second",0.33,0.84
"subj_118","take a walk","get sick","action","bio","causation_second",0.61,0.26
"subj_118","feel scared","get sick","bio","bio","causation_second",0,0.48
"subj_118","kick something","get sick","action","bio","causation_second",0.47,0.8
"subj_118","reach for something","get sick","action","bio","causation_second",0.4,0.88
"subj_118","jump up and down","get sick","action","bio","causation_second",0.4,0.63
"subj_118","become hungry","get sick","bio","bio","causation_second",0.31,0.37
"subj_118","choose what to do","get sick","mind","bio","causation_second",0.56,0.84
"subj_118","remember something","get sick","mind","bio","causation_second",0.44,1
"subj_118","experience pain","get sick","bio","bio","causation_second",0.03,0.74
"subj_118","get tired","get sick","bio","bio","causation_second",0.39,0.17
"subj_118","hear something","get sick","mind","bio","causation_second",0.35,1
"subj_118","see something","think about something","mind","mind","causation_second",0.44,0
"subj_118","get sick","think about something","bio","mind","causation_second",0.47,0.13
"subj_118","sit down","think about something","action","mind","causation_second",0.85,0.43
"subj_118","take a walk","think about something","action","mind","causation_second",0.55,0
"subj_118","feel scared","think about something","bio","mind","causation_second",0.38,0.13
"subj_118","kick something","think about something","action","mind","causation_second",0.55,0.45
"subj_118","reach for something","think about something","action","mind","causation_second",0.53,0.41
"subj_118","jump up and down","think about something","action","mind","causation_second",0.43,0.35
"subj_118","become hungry","think about something","bio","mind","causation_second",0.79,0.17
"subj_118","choose what to do","think about something","mind","mind","causation_second",0.03,0
"subj_118","remember something","think about something","mind","mind","causation_second",0.06,0
"subj_118","experience pain","think about something","bio","mind","causation_second",0.42,0.37
"subj_118","get tired","think about something","bio","mind","causation_second",0.9,0.16
"subj_118","hear something","think about something","mind","mind","causation_second",0.04,0
"subj_118","see something","sit down","mind","action","causation_second",0.8,0.22
"subj_118","get sick","sit down","bio","action","causation_second",0.33,0
"subj_118","think about something","sit down","mind","action","causation_second",0.85,0
"subj_118","take a walk","sit down","action","action","causation_second",0.76,0.16
"subj_118","feel scared","sit down","bio","action","causation_second",0.4,0.26
"subj_118","kick something","sit down","action","action","causation_second",0.59,0.14
"subj_118","reach for something","sit down","action","action","causation_second",0.73,0.15
"subj_118","jump up and down","sit down","action","action","causation_second",0.77,0.11
"subj_118","become hungry","sit down","bio","action","causation_second",0.06,0.25
"subj_118","choose what to do","sit down","mind","action","causation_second",0.95,0
"subj_118","remember something","sit down","mind","action","causation_second",0.84,0.11
"subj_118","experience pain","sit down","bio","action","causation_second",0.42,0.01
"subj_118","get tired","sit down","bio","action","causation_second",0,0
"subj_118","hear something","sit down","mind","action","causation_second",0.74,0.77
"subj_118","see something","take a walk","mind","action","causation_second",0.05,0.13
"subj_118","get sick","take a walk","bio","action","causation_second",0.61,0.89
"subj_118","think about something","take a walk","mind","action","causation_second",0.55,0.25
"subj_118","sit down","take a walk","action","action","causation_second",0.76,0.91
"subj_118","feel scared","take a walk","bio","action","causation_second",0.56,0.27
"subj_118","kick something","take a walk","action","action","causation_second",0.09,0.14
"subj_118","reach for something","take a walk","action","action","causation_second",0.99,0.87
"subj_118","jump up and down","take a walk","action","action","causation_second",0.94,0.8
"subj_118","become hungry","take a walk","bio","action","causation_second",0.63,0.24
"subj_118","choose what to do","take a walk","mind","action","causation_second",0.64,0.12
"subj_118","remember something","take a walk","mind","action","causation_second",0.66,0.18
"subj_118","experience pain","take a walk","bio","action","causation_second",0.67,0.29
"subj_118","get tired","take a walk","bio","action","causation_second",0.75,0.32
"subj_118","hear something","take a walk","mind","action","causation_second",0.52,0.4
"subj_118","see something","feel scared","mind","bio","causation_second",0.53,0
"subj_118","get sick","feel scared","bio","bio","causation_second",0,0.09
"subj_118","think about something","feel scared","mind","bio","causation_second",0.38,0
"subj_118","sit down","feel scared","action","bio","causation_second",0.4,0.89
"subj_118","take a walk","feel scared","action","bio","causation_second",0.56,0.2
"subj_118","kick something","feel scared","action","bio","causation_second",0.43,0.94
"subj_118","reach for something","feel scared","action","bio","causation_second",0.4,0.18
"subj_118","jump up and down","feel scared","action","bio","causation_second",0.38,0.39
"subj_118","become hungry","feel scared","bio","bio","causation_second",0.37,0.41
"subj_118","choose what to do","feel scared","mind","bio","causation_second",0.48,0.26
"subj_118","remember something","feel scared","mind","bio","causation_second",0.36,0.1
"subj_118","experience pain","feel scared","bio","bio","causation_second",0.03,0.19
"subj_118","get tired","feel scared","bio","bio","causation_second",0.46,0.76
"subj_118","hear something","feel scared","mind","bio","causation_second",0.27,0
"subj_118","see something","kick something","mind","action","causation_second",0.17,0.25
"subj_118","get sick","kick something","bio","action","causation_second",0.47,0.97
"subj_118","think about something","kick something","mind","action","causation_second",0.55,0.89
"subj_118","sit down","kick something","action","action","causation_second",0.59,0.8
"subj_118","take a walk","kick something","action","action","causation_second",0.09,0.27
"subj_118","feel scared","kick something","bio","action","causation_second",0.43,0.3
"subj_118","reach for something","kick something","action","action","causation_second",0.9,0.77
"subj_118","jump up and down","kick something","action","action","causation_second",0.86,0.77
"subj_118","become hungry","kick something","bio","action","causation_second",0.46,1
"subj_118","choose what to do","kick something","mind","action","causation_second",0.65,0.34
"subj_118","remember something","kick something","mind","action","causation_second",0.64,1
"subj_118","experience pain","kick something","bio","action","causation_second",0.54,0.41
"subj_118","get tired","kick something","bio","action","causation_second",0.58,0.89
"subj_118","hear something","kick something","mind","action","causation_second",0.49,0.41
"subj_118","see something","reach for something","mind","action","causation_second",0.93,0
"subj_118","get sick","reach for something","bio","action","causation_second",0.4,0.13
"subj_118","think about something","reach for something","mind","action","causation_second",0.53,0
"subj_118","sit down","reach for something","action","action","causation_second",0.73,0.23
"subj_118","take a walk","reach for something","action","action","causation_second",0.99,0.12
"subj_118","feel scared","reach for something","bio","action","causation_second",0.4,0.28
"subj_118","kick something","reach for something","action","action","causation_second",0.9,0.94
"subj_118","jump up and down","reach for something","action","action","causation_second",0.03,0.73
"subj_118","become hungry","reach for something","bio","action","causation_second",0.77,0.08
"subj_118","choose what to do","reach for something","mind","action","causation_second",0.55,0.09
"subj_118","remember something","reach for something","mind","action","causation_second",0.41,0
"subj_118","experience pain","reach for something","bio","action","causation_second",0.3,0
"subj_118","get tired","reach for something","bio","action","causation_second",0.8,0.79
"subj_118","hear something","reach for something","mind","action","causation_second",0.46,0.73
"subj_118","see something","jump up and down","mind","action","causation_second",0.87,0.26
"subj_118","get sick","jump up and down","bio","action","causation_second",0.4,0.78
"subj_118","think about something","jump up and down","mind","action","causation_second",0.43,0.13
"subj_118","sit down","jump up and down","action","action","causation_second",0.77,0.91
"subj_118","take a walk","jump up and down","action","action","causation_second",0.94,0.41
"subj_118","feel scared","jump up and down","bio","action","causation_second",0.38,0.26
"subj_118","kick something","jump up and down","action","action","causation_second",0.86,0.83
"subj_118","reach for something","jump up and down","action","action","causation_second",0.03,0.14
"subj_118","become hungry","jump up and down","bio","action","causation_second",0.79,0.94
"subj_118","choose what to do","jump up and down","mind","action","causation_second",0.44,0.74
"subj_118","remember something","jump up and down","mind","action","causation_second",0.31,0.33
"subj_118","experience pain","jump up and down","bio","action","causation_second",0.3,0.14
"subj_118","get tired","jump up and down","bio","action","causation_second",0.84,0.41
"subj_118","hear something","jump up and down","mind","action","causation_second",0.38,0.32
"subj_118","see something","become hungry","mind","bio","causation_second",0.68,0.14
"subj_118","get sick","become hungry","bio","bio","causation_second",0.31,0.3
"subj_118","think about something","become hungry","mind","bio","causation_second",0.79,0.14
"subj_118","sit down","become hungry","action","bio","causation_second",0.06,0.29
"subj_118","take a walk","become hungry","action","bio","causation_second",0.63,0
"subj_118","feel scared","become hungry","bio","bio","causation_second",0.37,0.67
"subj_118","kick something","become hungry","action","bio","causation_second",0.46,0.42
"subj_118","reach for something","become hungry","action","bio","causation_second",0.77,0.37
"subj_118","jump up and down","become hungry","action","bio","causation_second",0.79,0
"subj_118","choose what to do","become hungry","mind","bio","causation_second",0.9,0.85
"subj_118","remember something","become hungry","mind","bio","causation_second",0.8,0.24
"subj_118","experience pain","become hungry","bio","bio","causation_second",0.42,0.76
"subj_118","get tired","become hungry","bio","bio","causation_second",0.05,0
"subj_118","hear something","become hungry","mind","bio","causation_second",0.69,0.88
"subj_118","see something","choose what to do","mind","mind","causation_second",0.53,0.06
"subj_118","get sick","choose what to do","bio","mind","causation_second",0.56,0.37
"subj_118","think about something","choose what to do","mind","mind","causation_second",0.03,0
"subj_118","sit down","choose what to do","action","mind","causation_second",0.95,0.82
"subj_118","take a walk","choose what to do","action","mind","causation_second",0.64,0.3
"subj_118","feel scared","choose what to do","bio","mind","causation_second",0.48,0.16
"subj_118","kick something","choose what to do","action","mind","causation_second",0.65,0.8
"subj_118","reach for something","choose what to do","action","mind","causation_second",0.55,0.26
"subj_118","jump up and down","choose what to do","action","mind","causation_second",0.44,0.94
"subj_118","become hungry","choose what to do","bio","mind","causation_second",0.9,0.08
"subj_118","remember something","choose what to do","mind","mind","causation_second",0.06,0.11
"subj_118","experience pain","choose what to do","bio","mind","causation_second",0.5,0.25
"subj_118","get tired","choose what to do","bio","mind","causation_second",1,0.2
"subj_118","hear something","choose what to do","mind","mind","causation_second",0.13,0.38
"subj_118","see something","remember something","mind","mind","causation_second",0.56,0
"subj_118","get sick","remember something","bio","mind","causation_second",0.44,0.36
"subj_118","think about something","remember something","mind","mind","causation_second",0.06,0
"subj_118","sit down","remember something","action","mind","causation_second",0.84,0.26
"subj_118","take a walk","remember something","action","mind","causation_second",0.66,0
"subj_118","feel scared","remember something","bio","mind","causation_second",0.36,0
"subj_118","kick something","remember something","action","mind","causation_second",0.64,0.39
"subj_118","reach for something","remember something","action","mind","causation_second",0.41,0.79
"subj_118","jump up and down","remember something","action","mind","causation_second",0.31,0.83
"subj_118","become hungry","remember something","bio","mind","causation_second",0.8,0.1
"subj_118","choose what to do","remember something","mind","mind","causation_second",0.06,0.11
"subj_118","experience pain","remember something","bio","mind","causation_second",0.37,0.25
"subj_118","get tired","remember something","bio","mind","causation_second",0.9,0.43
"subj_118","hear something","remember something","mind","mind","causation_second",0.07,0.11
"subj_118","see something","experience pain","mind","bio","causation_second",0.63,0.25
"subj_118","get sick","experience pain","bio","bio","causation_second",0.03,0
"subj_118","think about something","experience pain","mind","bio","causation_second",0.42,0.43
"subj_118","sit down","experience pain","action","bio","causation_second",0.42,0.16
"subj_118","take a walk","experience pain","action","bio","causation_second",0.67,0.39
"subj_118","feel scared","experience pain","bio","bio","causation_second",0.03,0.31
"subj_118","kick something","experience pain","action","bio","causation_second",0.54,0.03
"subj_118","reach for something","experience pain","action","bio","causation_second",0.3,0.17
"subj_118","jump up and down","experience pain","action","bio","causation_second",0.3,0.05
"subj_118","become hungry","experience pain","bio","bio","causation_second",0.42,0.41
"subj_118","choose what to do","experience pain","mind","bio","causation_second",0.5,1
"subj_118","remember something","experience pain","mind","bio","causation_second",0.37,0.4
"subj_118","get tired","experience pain","bio","bio","causation_second",0.48,0.63
"subj_118","hear something","experience pain","mind","bio","causation_second",0.31,0.25
"subj_118","see something","get tired","mind","bio","causation_second",0.81,0.75
"subj_118","get sick","get tired","bio","bio","causation_second",0.39,0
"subj_118","think about something","get tired","mind","bio","causation_second",0.9,0.28
"subj_118","sit down","get tired","action","bio","causation_second",0,0.88
"subj_118","take a walk","get tired","action","bio","causation_second",0.75,0.21
"subj_118","feel scared","get tired","bio","bio","causation_second",0.46,0.19
"subj_118","kick something","get tired","action","bio","causation_second",0.58,0.31
"subj_118","reach for something","get tired","action","bio","causation_second",0.8,0.24
"subj_118","jump up and down","get tired","action","bio","causation_second",0.84,0
"subj_118","become hungry","get tired","bio","bio","causation_second",0.05,0.12
"subj_118","choose what to do","get tired","mind","bio","causation_second",1,0.2
"subj_118","remember something","get tired","mind","bio","causation_second",0.9,0.63
"subj_118","experience pain","get tired","bio","bio","causation_second",0.48,0
"subj_118","hear something","get tired","mind","bio","causation_second",0.79,0.77
"subj_118","see something","hear something","mind","mind","causation_second",0.43,0.93
"subj_118","get sick","hear something","bio","mind","causation_second",0.35,0.38
"subj_118","think about something","hear something","mind","mind","causation_second",0.04,0.93
"subj_118","sit down","hear something","action","mind","causation_second",0.74,0.28
"subj_118","take a walk","hear something","action","mind","causation_second",0.52,0
"subj_118","feel scared","hear something","bio","mind","causation_second",0.27,0.38
"subj_118","kick something","hear something","action","mind","causation_second",0.49,0.08
"subj_118","reach for something","hear something","action","mind","causation_second",0.46,0.27
"subj_118","jump up and down","hear something","action","mind","causation_second",0.38,0.04
"subj_118","become hungry","hear something","bio","mind","causation_second",0.69,0.88
"subj_118","choose what to do","hear something","mind","mind","causation_second",0.13,0.86
"subj_118","remember something","hear something","mind","mind","causation_second",0.07,0.98
"subj_118","experience pain","hear something","bio","mind","causation_second",0.31,0.35
"subj_118","get tired","hear something","bio","mind","causation_second",0.79,0.95
"subj_119","feel scared","get sick","bio","bio","causation_first",0.11,0.16
"subj_119","become hungry","get sick","bio","bio","causation_first",0.71,0.1
"subj_119","sit down","get sick","action","bio","causation_first",0.43,0.77
"subj_119","choose what to do","get sick","mind","bio","causation_first",0.44,0.85
"subj_119","remember something","get sick","mind","bio","causation_first",0.94,0.76
"subj_119","kick something","get sick","action","bio","causation_first",0.9,0.89
"subj_119","reach for something","get sick","action","bio","causation_first",0.97,0.86
"subj_119","see something","get sick","mind","bio","causation_first",0.8,0.26
"subj_119","get tired","get sick","bio","bio","causation_first",0.74,0.87
"subj_119","think about something","get sick","mind","bio","causation_first",0.98,0.83
"subj_119","experience pain","get sick","bio","bio","causation_first",0.05,0.18
"subj_119","hear something","get sick","mind","bio","causation_first",0.81,0.86
"subj_119","take a walk","get sick","action","bio","causation_first",0.56,0.89
"subj_119","jump up and down","get sick","action","bio","causation_first",0.58,0.11
"subj_119","get sick","feel scared","bio","bio","causation_first",0.11,0.11
"subj_119","become hungry","feel scared","bio","bio","causation_first",0.6,0.04
"subj_119","sit down","feel scared","action","bio","causation_first",0.42,0.31
"subj_119","choose what to do","feel scared","mind","bio","causation_first",0.35,0
"subj_119","remember something","feel scared","mind","bio","causation_first",0.88,0.25
"subj_119","kick something","feel scared","action","bio","causation_first",0.95,0.23
"subj_119","reach for something","feel scared","action","bio","causation_first",0.94,0.2
"subj_119","see something","feel scared","mind","bio","causation_first",0.78,0
"subj_119","get tired","feel scared","bio","bio","causation_first",0.58,0.2
"subj_119","think about something","feel scared","mind","bio","causation_first",1,0.31
"subj_119","experience pain","feel scared","bio","bio","causation_first",0.06,0.14
"subj_119","hear something","feel scared","mind","bio","causation_first",0.83,0.09
"subj_119","take a walk","feel scared","action","bio","causation_first",0.48,0.23
"subj_119","jump up and down","feel scared","action","bio","causation_first",0.44,0.22
"subj_119","get sick","become hungry","bio","bio","causation_first",0.71,0.09
"subj_119","feel scared","become hungry","bio","bio","causation_first",0.6,0
"subj_119","sit down","become hungry","action","bio","causation_first",0.23,0
"subj_119","choose what to do","become hungry","mind","bio","causation_first",0.14,0.2
"subj_119","remember something","become hungry","mind","bio","causation_first",0.17,0.3
"subj_119","kick something","become hungry","action","bio","causation_first",0.53,0.22
"subj_119","reach for something","become hungry","action","bio","causation_first",0.31,0.17
"subj_119","see something","become hungry","mind","bio","causation_first",0.2,0.24
"subj_119","get tired","become hungry","bio","bio","causation_first",0.07,0
"subj_119","think about something","become hungry","mind","bio","causation_first",0.45,0.26
"subj_119","experience pain","become hungry","bio","bio","causation_first",0.53,0.03
"subj_119","hear something","become hungry","mind","bio","causation_first",0.35,0.17
"subj_119","take a walk","become hungry","action","bio","causation_first",0.04,0.25
"subj_119","jump up and down","become hungry","action","bio","causation_first",0.05,0.29
"subj_119","get sick","sit down","bio","action","causation_first",0.43,0.24
"subj_119","feel scared","sit down","bio","action","causation_first",0.42,0.2
"subj_119","become hungry","sit down","bio","action","causation_first",0.23,0
"subj_119","choose what to do","sit down","mind","action","causation_first",0.05,0.03
"subj_119","remember something","sit down","mind","action","causation_first",0.4,0.24
"subj_119","kick something","sit down","action","action","causation_first",0.42,0.28
"subj_119","reach for something","sit down","action","action","causation_first",0.41,0.26
"subj_119","see something","sit down","mind","action","causation_first",0.25,0.01
"subj_119","get tired","sit down","bio","action","causation_first",0.36,0
"subj_119","think about something","sit down","mind","action","causation_first",0.45,0.15
"subj_119","experience pain","sit down","bio","action","causation_first",0.27,0.04
"subj_119","hear something","sit down","mind","action","causation_first",0.28,0.21
"subj_119","take a walk","sit down","action","action","causation_first",0.06,0.18
"subj_119","jump up and down","sit down","action","action","causation_first",0.21,0.22
"subj_119","get sick","choose what to do","bio","mind","causation_first",0.44,0.14
"subj_119","feel scared","choose what to do","bio","mind","causation_first",0.35,0.12
"subj_119","become hungry","choose what to do","bio","mind","causation_first",0.14,0.18
"subj_119","sit down","choose what to do","action","mind","causation_first",0.05,0.08
"subj_119","remember something","choose what to do","mind","mind","causation_first",0.39,0.22
"subj_119","kick something","choose what to do","action","mind","causation_first",0.56,0.26
"subj_119","reach for something","choose what to do","action","mind","causation_first",0.47,0.1
"subj_119","see something","choose what to do","mind","mind","causation_first",0.31,0.29
"subj_119","get tired","choose what to do","bio","mind","causation_first",0.21,0.22
"subj_119","think about something","choose what to do","mind","mind","causation_first",0.56,0.12
"subj_119","experience pain","choose what to do","bio","mind","causation_first",0.27,0.06
"subj_119","hear something","choose what to do","mind","mind","causation_first",0.4,0.08
"subj_119","take a walk","choose what to do","action","mind","causation_first",0,0.02
"subj_119","jump up and down","choose what to do","action","mind","causation_first",0.05,0.2
"subj_119","get sick","remember something","bio","mind","causation_first",0.94,0.24
"subj_119","feel scared","remember something","bio","mind","causation_first",0.88,0.19
"subj_119","become hungry","remember something","bio","mind","causation_first",0.17,0.07
"subj_119","sit down","remember something","action","mind","causation_first",0.4,0.28
"subj_119","choose what to do","remember something","mind","mind","causation_first",0.39,0.11
"subj_119","kick something","remember something","action","mind","causation_first",0.39,0.22
"subj_119","reach for something","remember something","action","mind","causation_first",0.06,0.21
"subj_119","see something","remember something","mind","mind","causation_first",0.08,0
"subj_119","get tired","remember something","bio","mind","causation_first",0.32,0.2
"subj_119","think about something","remember something","mind","mind","causation_first",0.25,0.11
"subj_119","experience pain","remember something","bio","mind","causation_first",0.78,0.12
"subj_119","hear something","remember something","mind","mind","causation_first",0.23,0.27
"subj_119","take a walk","remember something","action","mind","causation_first",0.26,0.25
"subj_119","jump up and down","remember something","action","mind","causation_first",0.35,0.29
"subj_119","get sick","kick something","bio","action","causation_first",0.9,0.92
"subj_119","feel scared","kick something","bio","action","causation_first",0.95,0.04
"subj_119","become hungry","kick something","bio","action","causation_first",0.53,0.73
"subj_119","sit down","kick something","action","action","causation_first",0.42,0.9
"subj_119","choose what to do","kick something","mind","action","causation_first",0.56,0.25
"subj_119","remember something","kick something","mind","action","causation_first",0.39,0.27
"subj_119","reach for something","kick something","action","action","causation_first",0.22,0.72
"subj_119","see something","kick something","mind","action","causation_first",0.21,0.25
"subj_119","get tired","kick something","bio","action","causation_first",0.72,0.76
"subj_119","think about something","kick something","mind","action","causation_first",0.05,0.23
"subj_119","experience pain","kick something","bio","action","causation_first",0.79,0.83
"subj_119","hear something","kick something","mind","action","causation_first",0.05,0.89
"subj_119","take a walk","kick something","action","action","causation_first",0.47,0.8
"subj_119","jump up and down","kick something","action","action","causation_first",0.65,0.79
"subj_119","get sick","reach for something","bio","action","causation_first",0.97,0.85
"subj_119","feel scared","reach for something","bio","action","causation_first",0.94,0.81
"subj_119","become hungry","reach for something","bio","action","causation_first",0.31,0
"subj_119","sit down","reach for something","action","action","causation_first",0.41,0.93
"subj_119","choose what to do","reach for something","mind","action","causation_first",0.47,0.78
"subj_119","remember something","reach for something","mind","action","causation_first",0.06,0.75
"subj_119","kick something","reach for something","action","action","causation_first",0.22,0.21
"subj_119","see something","reach for something","mind","action","causation_first",0.03,0.12
"subj_119","get tired","reach for something","bio","action","causation_first",0.49,0.9
"subj_119","think about something","reach for something","mind","action","causation_first",0.05,0.26
"subj_119","experience pain","reach for something","bio","action","causation_first",0.82,0.04
"subj_119","hear something","reach for something","mind","action","causation_first",0.1,0.13
"subj_119","take a walk","reach for something","action","action","causation_first",0.34,0.69
"subj_119","jump up and down","reach for something","action","action","causation_first",0.48,0.81
"subj_119","get sick","see something","bio","mind","causation_first",0.8,0.25
"subj_119","feel scared","see something","bio","mind","causation_first",0.78,0.08
"subj_119","become hungry","see something","bio","mind","causation_first",0.2,0.28
"subj_119","sit down","see something","action","mind","causation_first",0.25,0.75
"subj_119","choose what to do","see something","mind","mind","causation_first",0.31,0.82
"subj_119","remember something","see something","mind","mind","causation_first",0.08,0.19
"subj_119","kick something","see something","action","mind","causation_first",0.21,0.17
"subj_119","reach for something","see something","action","mind","causation_first",0.03,0.83
"subj_119","get tired","see something","bio","mind","causation_first",0.39,0.85
"subj_119","think about something","see something","mind","mind","causation_first",0.13,0.86
"subj_119","experience pain","see something","bio","mind","causation_first",0.65,0.84
"subj_119","hear something","see something","mind","mind","causation_first",0.04,0.13
"subj_119","take a walk","see something","action","mind","causation_first",0.19,0.86
"subj_119","jump up and down","see something","action","mind","causation_first",0.35,0.89
"subj_119","get sick","get tired","bio","bio","causation_first",0.74,0
"subj_119","feel scared","get tired","bio","bio","causation_first",0.58,0.26
"subj_119","become hungry","get tired","bio","bio","causation_first",0.07,0.28
"subj_119","sit down","get tired","action","bio","causation_first",0.36,0.23
"subj_119","choose what to do","get tired","mind","bio","causation_first",0.21,0.24
"subj_119","remember something","get tired","mind","bio","causation_first",0.32,0.21
"subj_119","kick something","get tired","action","bio","causation_first",0.72,0
"subj_119","reach for something","get tired","action","bio","causation_first",0.49,0
"subj_119","see something","get tired","mind","bio","causation_first",0.39,0.22
"subj_119","think about something","get tired","mind","bio","causation_first",0.64,0.21
"subj_119","experience pain","get tired","bio","bio","causation_first",0.57,0
"subj_119","hear something","get tired","mind","bio","causation_first",0.55,0.25
"subj_119","take a walk","get tired","action","bio","causation_first",0.18,0
"subj_119","jump up and down","get tired","action","bio","causation_first",0.04,0
"subj_119","get sick","think about something","bio","mind","causation_first",0.98,0.18
"subj_119","feel scared","think about something","bio","mind","causation_first",1,0.18
"subj_119","become hungry","think about something","bio","mind","causation_first",0.45,0.28
